#{"t_start": 1779806284.459273, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-93.471949,155,14.771072
-202.021025,158,15.559806
-20.692926,115,15.605875
-324.050358,148,15.664025
-374.291932,129,15.718031
16.195485,1000,16.132835
18.085656,99,16.171837
95.691587,1000,17.314025
-231.537777,266,17.423546
49.591175,116,17.468048
-88.935496,143,17.525053
-28.640119,85,17.561561
-77.238136,118,17.606564
-332.037812,172,17.674364
-212.996404,180,17.746887
-37.426484,134,17.799882
-47.88681,191,17.874388
71.685393,144,18.665225
-41.578542,128,18.715228
1.618804,111,18.761739
-303.273158,165,18.828744
-115.641941,197,18.90525
-265.742801,193,18.983772
-220.767721,167,19.053193
-96.250436,192,19.126195
-293.506926,461,19.310728
6.554147,160,19.376236
-41.356742,122,19.429239
-21.133114,117,20.214398
-69.074834,121,20.259906
33.982816,1000,20.677038
-21.42835,187,20.749549
-56.069487,128,20.800549
-75.5142,123,20.848663
-188.729244,154,20.911662
-269.024978,155,20.970176
-27.624481,112,21.015177
-13.925669,144,21.807975
-153.223841,182,21.882485
-196.95335,177,21.949995
-201.831371,277,22.058065
-214.934038,190,22.133073
-450.489083,185,22.207076
-377.826719,497,22.408606
-116.761711,212,22.492635
62.218095,142,22.551156
-376.760791,199,23.352956
-261.195533,185,23.425473
-230.391526,185,23.49951
-324.505758,215,23.584017
-124.828921,232,23.674528
-166.566032,133,23.727532
-3.054263,169,23.795383
-30.415419,180,23.865505
-275.256235,199,23.947013
-80.510943,281,24.056527
-323.447218,982,25.189441
22.102046,154,25.249961
-271.026906,222,25.334963
-405.872318,244,25.432989
-362.574064,146,25.493493
-278.125627,189,25.570522
-209.741663,213,25.656034
-321.500298,295,26.505093
-11.588952,153,26.568114
-11.06088,203,26.649623
-27.358765,110,26.694624
62.67576,133,26.748138
-50.414903,256,26.847647
-317.091404,236,26.94116
-249.775145,276,27.053182
-305.897149,207,27.135196
-119.714813,394,28.030513
-0.567848,216,28.114033
-89.3532,365,28.257071
8.16793,124,28.306966
-289.544272,287,28.420013
-201.966004,149,28.479528
-140.613273,257,28.578553
-108.487986,195,28.655063
-127.979447,310,29.479796
-308.440954,232,29.573821
7.536485,194,29.646328
-261.187623,284,29.75384
-18.496312,105,29.793848
20.13266,1000,30.203407
-339.730964,272,31.020696
-205.939318,207,31.097203
-89.381473,159,31.162715
37.646264,1000,31.570106
-221.608363,166,31.638128
-284.9998,208,31.717134
-202.080138,194,31.790636
-40.24459,154,32.547455
-245.332949,441,32.716985
-56.462175,162,32.779512
47.993426,1000,33.183557
-248.323472,185,33.254068
-90.559159,127,33.306729
-50.274567,253,34.120608
-6.987579,247,34.21568
10.476916,301,34.331193
-10.512922,125,34.380939
90.941674,1000,34.780848
21.969716,1000,35.91357
46.086491,1000,36.317679
-54.594473,200,37.104602
36.960914,164,37.168115
-23.565056,1000,37.561512
-155.73487,784,37.870603
-82.197351,195,38.651985
-16.234738,185,38.724984
-63.454495,201,38.807011
115.790023,1000,39.206539
89.751836,1000,40.301199
-42.506147,217,40.386717
78.213758,1000,40.797179
8.050774,1000,41.913751
124.737529,1000,42.321296
25.377625,165,42.383816
81.124541,1000,43.500146
-105.136111,267,43.613168
-47.517863,186,43.686117
-6.485227,139,43.742631
-205.232743,513,43.945175
-33.704818,197,44.022172
0.909142,172,44.813282
119.439065,1000,45.251986
-140.553428,287,45.362015
80.157396,1000,46.479452
-7.317604,147,46.535979
16.709817,203,46.61349
3.582084,1000,47.008139
35.707528,170,47.074165
71.118898,1000,48.194982
33.5711,224,48.291008
97.152463,1000,49.483123
149.746265,1000,49.925091
22.192958,221,50.025267
68.597548,1000,51.170544
57.561702,1000,51.575148
4.963394,232,51.663653
124.686199,1000,52.762341
89.591634,1000,53.159941
98.40588,1000,54.259309
-5.818201,242,54.354326
125.788506,1000,54.754162
-49.444489,334,54.886187
65.49761,1000,55.988793
91.649316,1000,56.387394
22.370606,1000,57.511797
-9.157161,179,57.581309
29.735393,1000,57.980108
87.826206,1000,59.093464
109.958887,1000,59.485557
154.312275,322,60.317591
89.181591,1000,60.715729
29.877844,216,60.800241
6.671301,228,60.880751
204.624298,473,61.777216
92.332732,1000,62.172248
68.284999,1000,63.269881
7.761504,1000,63.665338
90.238545,1000,64.76071
69.602407,1000,65.149738
211.063229,583,65.388504
102.331257,1000,66.48919
95.098341,1000,66.882282
142.039035,1000,67.972907
132.059029,1000,68.384595
114.768742,1000,69.485251
76.637801,1000,69.883527
133.530712,1000,70.979931
107.172374,1000,71.361997
114.840245,1000,72.455361
140.355524,1000,72.852906
12.083033,208,72.932158
144.555755,518,73.814813
86.911621,1000,74.229905
66.782194,1000,74.627088
80.167767,1000,75.714857
147.378776,1000,76.107991
111.922443,1000,77.2025
147.895643,1000,77.602863
222.994632,414,78.483004
152.373902,1000,78.883111
146.616265,1000,79.973832
96.524795,1000,80.374349
120.852196,1000,81.46368
4.389698,295,81.577693
130.633481,1000,81.978757
109.757051,1000,83.07676
193.477969,535,83.285781
114.568702,1000,83.675348
53.911376,294,84.483759
112.345416,1000,84.887401
139.61993,1000,86.005843
142.385072,1000,86.407897
98.654747,1000,87.543223
231.442849,428,87.718946
11.395725,248,87.814484
117.213913,1000,88.213783
152.442053,1000,89.349485
113.450474,1000,89.816353
-8.710405,259,89.939992
139.29739,1000,91.051559
83.259877,1000,91.459618
138.101243,1000,92.564198
233.489264,443,92.737723
67.871176,1000,93.850412
97.85107,1000,94.247068
195.098978,438,94.427144
136.058653,1000,95.540505
136.220437,1000,95.943027
221.137381,543,96.869887
119.342517,1000,97.268956
107.351758,1000,98.392652
121.887889,1000,98.783731
125.433299,1000,99.88497
144.014167,1000,100.284673
105.594279,1000,101.399364
134.484204,1000,101.798346
97.476458,1000,102.909528
88.454423,1000,103.299853
139.283893,1000,103.686391
153.705239,1000,104.802836
185.402588,498,105.017526
194.375978,456,105.235629
160.406311,1000,106.370461
167.438064,1000,106.767738
118.557397,1000,107.878478
137.056265,1000,108.275903
153.894653,1000,109.399497
139.810855,1000,109.792073
123.398355,1000,110.911955
134.174336,1000,111.307043
109.423536,1000,112.405693
137.278543,1000,112.80827
131.156281,1000,113.930528
110.819047,1000,114.335263
130.033517,1000,115.450076
161.612145,1000,115.843632
122.539705,1000,116.955208
134.454061,1000,117.349996
28.381394,321,117.467014
156.384041,1000,118.576296
132.091454,1000,118.968834
32.006385,202,119.04534
150.73328,1000,120.166824
130.740142,1000,120.564923
-10.737912,251,121.385155
116.044255,1000,121.781751
98.372439,1000,122.886592
146.406864,1000,123.281889
146.147862,1000,124.396888
137.895877,1000,124.798453
-44.32827,206,124.880973
139.722182,1000,126.014534
167.939138,1000,126.415491
136.173186,1000,127.533909
170.445673,1000,127.929515
130.356514,1000,129.054211
4.22947,199,129.130766
149.549538,1000,129.52884
173.841026,1000,130.644816
168.805161,1000,131.049531
140.081145,1000,132.175191
146.001042,1000,132.565285
157.284605,1000,133.686796
81.558552,1000,134.094103
148.032649,1000,135.216737
242.778504,911,135.595889
149.377727,1000,136.000325
102.606288,1000,137.134439
275.591679,611,137.384091
222.143909,394,137.545608
147.797345,1000,138.677763
118.520476,1000,139.078425
154.387357,1000,140.191453
150.295855,1000,140.589767
235.265166,440,141.528551
137.530865,1000,141.928466
131.363091,1000,143.05683
143.658586,1000,143.469605
151.151399,1000,144.654197
139.772927,1000,145.06667
137.618888,1000,146.19558
158.407965,1000,146.593473
232.805898,282,146.706522
156.741246,1000,147.877381
160.772354,1000,148.279954
172.670764,1000,149.415259
164.279152,1000,149.822873
127.490725,1000,150.947953
21.402309,198,151.02497
132.241477,1000,151.421557
134.810697,1000,152.532287
126.980591,1000,152.963172
240.853185,340,153.103143
243.46749,520,154.029215
165.091644,458,154.215757
153.73586,1000,154.611678
148.060202,1000,155.745492
158.15748,1000,156.139072
31.443514,200,156.213579
134.550599,1000,157.335254
135.995654,1000,157.732694
2.090035,264,158.547352
163.271249,1000,158.948418
125.610319,1000,159.34947
123.592806,1000,160.471863
-16.822028,213,160.556372
115.621179,1000,161.670968
160.722188,1000,162.07437
109.843006,1000,163.185183
120.731471,1000,163.590252
129.518675,1000,164.736069
164.109038,1000,165.192759
134.043031,1000,166.339643
167.12295,1000,166.748571
147.949424,1000,167.168911
143.114353,1000,168.29462
242.122094,570,168.527709
180.709166,1000,169.653291
142.83025,1000,170.051373
165.58956,1000,171.168415
133.056406,1000,171.568982
87.974671,1000,172.688636
30.57929,195,172.761658
34.035725,256,172.863947
178.709127,372,173.026989
149.760565,1000,174.145238
13.629856,239,174.233748
258.630179,579,174.459293
219.090816,582,174.69536
162.276263,1000,175.818558
254.222936,757,176.118699
251.849259,389,176.286696
120.829528,1000,177.418783
144.457841,1000,177.817109
241.76642,906,178.912994
135.810633,1000,179.312639
139.018255,1000,180.427845
132.725272,1000,180.827105
163.599272,1000,181.929393
144.991835,1000,182.330663
7.976548,221,182.414679
170.063553,1000,183.504962
162.459619,1000,183.902686
217.244889,271,184.014713
153.474897,1000,185.130363
146.694748,1000,185.522453
140.648121,1000,186.849692
29.319421,190,186.949953
17.074449,212,187.068218
248.492021,307,187.243248
35.682762,186,187.336756
153.125853,1000,188.600318
242.695281,319,188.72586
244.645231,663,188.992269
226.64511,254,189.092381
233.332782,364,189.953653
240.010233,683,190.217027
122.795164,1000,190.617623
147.520995,1000,191.718716
227.401215,281,191.829225
149.540372,1000,192.226358
157.682505,1000,193.356423
35.619674,221,193.442935
164.612557,1000,194.557048
140.577128,1000,194.957639
164.588453,1000,196.073163
40.739308,188,196.150264
135.739003,1000,196.551324
275.097075,289,196.664644
148.874805,1000,197.800175
167.711933,1000,198.193295
35.918375,204,198.272801
233.005373,364,199.131647
209.781043,278,199.240675
256.484875,812,199.562212
7.032847,214,199.644288
49.943776,195,199.719297
134.942146,1000,200.836143
170.695326,1000,201.239061
218.896904,305,201.357566
229.153564,477,202.257077
146.073908,1000,202.655802
219.579119,281,202.766826
276.829736,912,203.853995
-3.97306,214,203.937505
258.462631,419,204.102726
258.132695,288,204.213257
23.929469,206,204.292782
254.410653,582,205.23976
-52.612944,213,205.322791
267.040175,272,205.430302
15.746647,183,205.500823
252.754952,582,205.729927
184.893431,1000,206.846793
139.62903,1000,207.244539
9.66305,194,207.319557
8.616571,191,207.391068
38.895221,209,207.47258
216.631807,394,208.352876
16.118215,198,208.433391
9.81419,156,208.493397
214.529382,296,208.610926
228.849742,261,208.710958
124.704958,1000,209.832826
226.635481,316,209.962644
120.796718,1000,210.355705
228.89802,323,210.476731
274.508699,392,211.348951
35.262397,189,211.420474
154.136608,1000,211.811434
246.375657,751,212.119037
258.156382,415,213.001378
146.764051,1000,213.390952
16.556021,181,213.458474
263.302823,631,214.417892
115.60009,1000,214.824295
32.194414,192,214.895301
32.071617,191,214.968818
240.902394,360,215.111891
242.240862,292,215.938231
164.319389,1000,216.333998
269.674987,599,216.575076
15.778992,182,216.645135
136.533002,1000,217.759314
245.085957,320,217.888873
207.155892,364,218.04092
143.033747,1000,219.145782
242.584083,320,219.269315
228.021189,605,219.506855
147.826872,1000,220.603724
261.681263,390,220.757769
282.221061,666,221.01079
275.046371,817,222.056736
-25.956104,207,222.136243
10.719532,255,222.23828
10.387588,198,222.313282
206.366161,297,222.431349
240.430578,477,222.619894
29.776958,185,222.691928
211.642142,255,222.790438
251.44732,608,223.741367
280.374223,260,223.848455
0.606203,206,223.928005
132.69775,1000,225.062423
36.760961,174,225.159938
251.369214,962,225.564754
228.442217,340,225.692659
