#{"t_start": 1779806747.440205, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-125.62318,73,22.093751
-171.56282,111,22.162909
-55.367054,95,22.228138
-52.103105,104,22.282738
-27.325844,124,22.385844
-76.968035,97,22.474535
-63.075303,153,22.60203
-144.472862,121,22.725435
-96.4954,138,22.839204
-100.818825,117,22.915126
-125.563449,79,22.951725
-91.545184,118,23.023676
-80.685271,132,23.084135
-94.016038,193,24.575672
-73.470449,78,24.613823
-106.101582,163,24.714001
-418.809606,154,24.823759
-140.180401,146,24.924864
-84.302231,113,24.999992
-318.201775,145,25.075685
-117.059701,168,25.184952
-158.762916,96,25.276402
-141.282432,116,25.389153
-262.779692,125,25.481965
-70.440911,131,25.544168
-337.150241,172,25.6726
-358.39172,146,25.743719
-55.425227,96,25.789385
-63.503449,120,26.811407
-59.819726,121,26.86845
-244.469252,175,26.990639
-28.863503,83,27.036258
-54.566761,130,27.100398
-132.718167,98,27.156636
-201.076242,103,27.204927
-281.655352,98,27.293104
-209.41137,100,27.378406
-189.734449,131,27.450629
-231.063442,121,27.548682
5.86404,93,27.597683
-42.638546,89,27.687498
-113.883816,94,27.756585
-254.357244,96,27.802617
-50.407529,123,27.875267
-83.831958,124,27.929929
-54.127907,104,27.980712
-71.439682,196,29.116143
-37.714482,96,29.16837
-185.199008,175,29.279654
-161.395442,149,29.407879
-52.474587,138,29.491169
-54.76614,102,29.612555
-30.43494,105,29.669541
-61.932059,127,29.773217
-99.99418,126,29.901804
-21.635566,92,29.945677
-121.725948,126,30.02916
-73.572832,88,30.089964
-39.463375,133,30.202914
-52.732448,159,30.365393
-38.952845,137,30.516355
-166.555282,157,30.623187
-10.498785,128,31.850705
6.641837,202,31.983823
-1.569194,87,32.041968
-10.561449,100,32.088026
-407.290396,166,32.216377
-164.585258,93,32.28182
-190.409551,152,32.464798
-311.456785,117,32.585199
-114.365549,162,32.656924
-164.040005,124,32.712485
-83.951316,117,32.772676
-72.891204,135,32.891417
14.028324,112,32.994482
-49.412265,110,33.055978
-267.901554,144,33.137892
-12.645073,111,33.203995
-226.186,107,34.439517
9.163999,105,34.534076
0.507788,1000,35.22149
-145.211313,114,35.331016
-266.350986,128,35.478234
34.495811,121,35.573241
-59.754565,153,35.660919
-171.710771,189,35.763258
-184.150386,172,37.082434
-78.513914,162,37.176606
-257.210072,210,37.350566
-26.447842,125,37.421234
22.228068,134,37.486467
-87.89624,1000,38.21075
-35.335637,135,38.297805
-60.899306,179,38.408022
-22.388201,156,39.724782
-6.530783,89,39.775087
-81.824141,125,39.83612
37.09973,1000,40.503398
14.609596,153,40.577333
-177.923654,199,40.674654
-0.846111,177,40.788317
-34.950402,189,40.907109
-134.776174,182,42.239614
48.851591,1000,42.943776
-17.333831,107,43.021549
18.935729,148,43.121409
19.936583,1000,45.2699
-31.542903,144,45.357055
-95.267498,258,45.548434
-66.784903,140,45.641589
-70.259748,183,45.756742
5.876272,129,45.823388
-60.404881,174,45.923074
2.65091,124,46.0273
-17.445295,127,46.111775
-21.025143,144,46.207622
-52.62395,158,46.346264
17.051053,162,47.570626
-8.474931,107,47.689802
-85.544582,98,47.83277
-8.345595,155,47.933937
-81.253589,155,48.066166
-54.411316,154,48.197721
-269.844715,266,48.392941
-13.946183,1000,49.102326
-29.77737,1000,51.204585
-159.865672,146,51.272683
-73.112666,123,51.368873
14.380596,170,51.450588
33.211846,1000,53.358946
4.957942,180,53.443568
11.480424,104,53.500487
73.391836,1000,54.163335
-45.570791,132,54.23491
114.656159,1000,56.2516
29.480892,193,56.385087
-27.892451,186,56.520236
1.939969,178,56.66129
94.927176,1000,58.645026
108.968155,1000,59.551188
-164.092167,310,59.76652
117.335516,1000,61.715595
84.09117,1000,62.42892
-155.582169,193,62.538588
36.343641,1000,64.401582
111.750271,1000,65.031751
-138.772959,266,65.234084
75.410067,1000,67.134972
-14.507662,1000,67.937336
-8.472685,344,69.317983
-128.107486,333,69.650005
80.481279,1000,70.32194
37.122965,1000,72.09623
-129.442195,690,72.606815
116.418111,1000,74.58225
10.50404,278,74.755855
142.340103,1000,75.448325
31.003704,204,75.598914
-45.116365,236,75.764202
118.690869,1000,77.757043
121.927422,1000,78.417542
70.520976,1000,80.311043
26.14618,189,80.437522
101.64766,1000,81.118062
103.83775,1000,83.092963
-7.533489,211,83.220166
101.034878,1000,83.853065
126.669072,1000,85.723984
56.411464,1000,86.526166
95.595746,1000,88.346033
-19.616724,345,88.585326
-54.932432,358,88.81121
-65.963617,422,90.286753
-33.479234,475,90.6388
61.446299,1000,91.38085
137.058788,1000,93.157778
110.50012,1000,93.899742
112.877757,1000,95.775074
-41.498321,347,96.02778
103.316518,1000,96.921161
123.183582,1000,98.940582
-37.655661,547,99.295222
84.72203,1000,101.263368
122.104243,1000,101.928401
87.696166,1000,103.882315
132.727954,1000,104.722972
87.197776,1000,106.783605
70.635361,1000,107.556115
77.16044,1000,109.622695
113.315579,1000,110.27669
87.254477,1000,110.909687
109.286428,1000,112.951949
135.219445,1000,113.797878
77.334312,1000,116.07271
21.12664,240,116.205697
89.62267,1000,118.265884
91.561041,1000,119.068583
121.138723,1000,121.134263
100.752216,1000,121.845683
12.363904,293,122.048146
47.807383,1000,124.014922
150.587741,1000,124.866505
159.057579,1000,126.967612
102.969693,1000,127.746734
233.64026,547,128.159053
136.801455,1000,129.972364
145.798737,1000,130.83142
157.663378,1000,132.934242
111.17978,1000,133.623287
167.055496,1000,135.66865
40.503735,1000,136.595081
-1.311144,1000,138.571973
116.13102,1000,139.366342
155.191194,1000,141.165495
156.773343,1000,141.800843
35.067524,174,141.92486
97.934051,1000,143.70121
19.367898,178,143.807046
167.998891,851,144.483019
167.271585,1000,146.574214
117.199806,1000,147.37631
161.906155,1000,149.35495
144.325085,1000,150.116492
27.322974,259,150.261227
6.792116,109,150.389554
182.245999,1000,152.362791
131.671551,1000,153.16965
110.620978,1000,155.24669
157.551067,1000,155.907568
154.687832,1000,157.923334
157.566551,1000,158.545379
175.32576,1000,160.628539
93.94521,1000,161.402273
121.680646,1000,163.092888
157.4528,1000,163.808061
155.590941,1000,165.500946
132.322691,1000,166.383801
133.151526,1000,168.297684
116.905006,1000,168.998165
23.455899,251,169.193254
137.447775,1000,171.143667
146.069049,1000,171.780688
136.55066,1000,173.820728
106.443621,1000,174.510889
226.63989,255,175.972008
248.382725,822,176.556669
69.400266,1000,177.194464
180.753871,494,178.926656
33.349014,215,179.078119
137.127396,1000,179.860644
156.802839,1000,181.757712
29.173169,238,181.915693
37.443892,235,182.092625
3.487215,224,182.283547
42.438429,221,182.511263
23.047931,160,182.609977
20.280124,241,182.728888
140.521908,1000,184.713805
128.687434,1000,185.507315
194.166117,566,187.43846
126.886533,1000,188.186616
143.133417,1000,190.047001
125.253253,1000,190.818738
222.979086,290,191.075006
94.729283,1000,192.88295
39.301426,229,193.023744
124.09403,1000,193.662656
58.743377,267,193.901942
134.806908,1000,195.618222
132.190709,1000,196.404393
17.461641,140,197.751462
131.66614,1000,198.503097
33.365865,228,198.672826
125.645434,1000,200.443642
134.985354,1000,201.076191
45.884403,228,201.2889
146.823775,1000,203.237518
175.165788,1000,203.9815
163.022168,1000,205.933299
55.158914,214,206.109102
23.932894,239,206.294174
120.551405,1000,207.148606
218.254197,597,208.927788
3.385457,258,209.07482
156.879435,1000,209.917663
214.700771,902,211.847067
226.221842,723,212.423517
246.712609,382,212.619191
226.885675,270,212.920977
94.805847,625,214.578336
110.334959,1000,215.173908
159.160192,1000,217.066781
129.64104,1000,217.763361
202.898826,295,217.980407
147.788219,1000,219.95239
-147.742665,416,220.263765
207.214886,379,220.507385
237.566095,260,220.706184
25.372068,241,220.872393
214.508308,405,222.268441
235.063428,231,222.385906
154.072229,1000,223.048301
125.488729,1000,224.947507
5.863215,249,225.179148
-9.807531,242,225.389347
222.598723,400,225.708632
134.422249,1000,227.405055
138.910647,1000,228.056886
135.947402,1000,230.105052
137.669516,1000,230.990451
119.335096,1000,233.049148
130.093033,1000,233.931919
14.342504,231,234.042459
114.063096,1000,235.921723
140.440751,1000,236.645035
-0.733565,150,236.768826
-11.005591,251,236.934315
260.101973,553,238.635672
233.387995,681,239.15425
132.732926,1000,239.977356
-9.868111,220,241.516039
179.050307,425,241.736213
123.037589,1000,242.289821
-20.172987,255,242.492207
206.686262,421,243.97622
3.824701,223,244.131015
132.266965,1000,244.817891
141.518466,1000,246.737693
119.386254,1000,247.514776
198.698929,388,247.708366
-23.053943,279,247.900565
111.221965,1000,249.996443
108.582666,1000,250.722394
104.238857,1000,252.699422
160.509161,1000,253.450405
219.275067,914,255.340827
181.416046,350,255.598286
265.674747,871,256.443156
227.54906,325,257.730606
156.543187,884,258.394093
130.712832,1000,260.092308
246.764452,334,260.312253
140.702982,1000,261.057196
127.105548,1000,263.006398
200.847768,470,263.429472
181.419728,513,263.759372
143.84958,1000,265.675515
248.122756,541,266.024901
188.947303,367,266.305279
164.662902,1000,268.275733
144.201658,1000,269.051072
136.818968,1000,270.872433
154.880819,1000,271.619622
135.744348,1000,273.398423
121.828569,1000,274.104732
123.969199,1000,275.997867
196.638732,386,276.276684
247.2939,479,276.608935
150.686256,1000,277.310941
155.016972,1000,279.309094
245.652724,359,279.549354
102.52524,1000,281.49525
113.591958,1000,282.163229
113.997239,1000,283.914346
227.85089,301,284.102345
100.797285,1000,284.741468
2.720121,322,284.932615
150.897266,1000,286.808343
242.460985,849,287.466091
14.128702,155,287.556347
233.612015,735,289.44877
153.90715,1000,290.012223
124.52285,1000,291.888828
216.659347,257,292.024621
-8.844034,236,292.16732
258.718472,362,292.382432
217.326118,279,292.52014
143.392026,1000,294.440052
223.3322,301,294.607977
128.614324,1000,295.184239
233.01324,895,297.090947
244.864168,316,297.292492
218.933812,379,297.574533
18.667098,174,297.677146
-7.707975,206,297.77224
136.525175,1000,299.680683
111.959373,1000,300.528234
213.570498,315,300.768191
150.143586,1000,302.54181
136.277319,1000,303.244626
133.383889,1000,305.210691
203.581517,380,305.44268
229.330888,514,305.719119
242.802596,338,307.082166
150.479917,1000,307.884176
120.610669,1000,308.504862
203.027507,291,309.958947
271.41438,661,310.332517
231.570875,278,310.51686
258.035232,704,310.965228
132.885069,1000,312.658448
149.84048,1000,313.383246
212.444405,340,314.995614
221.015815,264,315.218215
7.439145,144,315.329556
146.804553,1000,316.02297
233.684125,356,316.20944
255.834821,344,317.597721
119.304541,1000,318.209242
109.906682,1000,320.074587
217.066601,459,320.49226
32.890468,260,320.732081
158.121474,1000,321.457131
35.853454,248,322.710663
33.05433,120,322.77525
238.001869,321,322.995288
126.456714,1000,323.63224
139.328731,1000,325.27867
24.113245,243,325.41045
147.355149,1000,326.057657
262.697923,576,327.906477
250.233583,506,328.225574
133.177911,1000,328.876417
170.845902,1000,330.779602
1.208597,138,330.873231
230.800304,760,331.49806
266.011443,472,333.02874
267.603996,439,333.351337
114.698271,1000,333.932751
28.929985,244,334.078655
131.963351,1000,335.83945
166.618295,1000,336.559834
-14.694321,147,336.650539
269.034143,531,338.390761
123.332364,1000,339.032053
239.010742,509,339.471359
32.214444,144,339.544957
129.614016,1000,341.760723
218.486425,337,342.046019
27.2135,118,342.101364
242.065793,553,342.484246
241.679328,250,343.997792
267.927997,268,344.178236
33.308545,270,344.41745
215.52294,257,344.592553
108.985028,1000,345.251067
193.272857,452,346.731362
38.651777,295,346.911543
147.399389,1000,347.690845
241.688598,231,347.867308
132.717211,1000,349.881725
225.516812,219,350.03863
244.193997,426,350.311931
113.361859,1000,352.392836
258.718958,621,352.955446
-23.491798,289,353.127552
236.988764,507,353.533102
264.593869,405,355.117345
252.308837,513,355.471489
268.875037,286,355.676175
202.735523,291,355.862301
129.730579,1000,357.694201
252.446759,339,358.013555
244.779875,230,358.233056
238.940022,367,358.555214
224.941551,268,358.733662
162.177831,1000,360.87174
261.91238,449,361.159201
122.758732,1000,361.923129
22.173229,125,362.008174
141.043142,1000,363.880785
268.320163,748,364.358551
238.151295,250,364.587295
268.456865,314,366.094295
250.853161,223,366.244583
208.350748,634,366.762086
221.713504,219,366.958015
159.085277,1000,368.856002
10.515452,134,368.958579
-0.946634,128,369.055741
252.968442,344,369.297919
230.954174,302,369.481323
25.594454,172,369.611577
14.495761,282,369.767993
120.585659,1000,371.913303
130.811035,1000,372.685565
154.330055,1000,374.793084
218.327033,412,375.134775
13.823312,160,375.262372
195.834644,389,375.556792
217.09025,253,375.685122
244.902971,459,377.415563
255.630711,291,377.654225
251.982031,324,377.849697
176.25573,1000,378.773094
260.460506,314,379.089097
146.980077,1000,381.188726
256.283929,464,381.581759
243.845107,386,381.814167
228.961991,235,381.96519
131.17918,1000,383.909378
222.549506,280,384.200508
269.152372,636,384.700625
265.62076,602,386.394997
246.953911,339,386.617467
225.913559,261,386.827187
58.069106,265,386.978548
100.479433,1000,388.897894
6.096187,205,389.028122
215.439844,247,389.165129
276.947089,391,389.380351
235.787866,314,389.603068
240.583068,341,389.833233
231.012256,387,391.28143
50.378638,246,391.424009
160.554621,1000,392.129059
4.688226,299,392.346884
273.110354,494,393.766158
235.10778,404,393.990724
208.011949,279,394.189037
253.006332,300,394.34498
267.844309,306,394.538666
246.357785,406,394.824447
