#{"t_start": 1779808377.045735, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-37.651553,182,9.95637
-116.850599,140,10.010894
-148.06666,172,10.076478
-8.999071,82,10.109981
-75.688025,126,10.161039
-32.62955,126,10.926748
-77.010829,98,10.966311
-92.476447,138,11.020834
-100.5603,112,11.065376
-85.006676,75,11.093882
-121.984962,181,11.165422
-90.367935,74,11.196937
-69.927926,148,11.253475
-8.57085,132,11.306033
-33.262481,156,11.366101
-94.260477,75,11.393614
-32.166605,102,11.434639
-92.018486,142,11.489388
-22.216292,116,11.535436
-132.104063,156,11.596966
-30.359494,86,11.632216
-6.59574,104,11.674248
-25.917331,132,12.460644
-80.554533,74,12.489669
-115.251583,134,12.542221
-87.176854,170,12.611247
-47.569017,82,12.644581
-7.489385,147,12.704605
-143.951365,118,12.750188
-82.348578,115,12.793705
-56.639921,99,12.831723
-38.328402,86,12.867289
-102.069553,125,12.919701
-67.760676,139,12.974711
-81.673871,81,13.007221
-81.528491,121,13.053402
-52.514286,117,13.098908
-53.435909,114,13.14256
-63.564659,110,13.186574
-77.597234,167,13.965084
-112.062659,149,14.024624
-239.208119,268,14.129297
-151.833536,168,14.192333
-18.769381,77,14.224848
-22.306861,85,14.260876
-46.88948,114,14.306448
-0.725999,98,14.344965
-36.737824,113,14.389496
-280.90008,181,14.457146
-150.409366,149,14.516324
-48.143917,144,14.576364
-29.184409,125,14.625383
-103.619497,96,14.662403
-87.664777,107,14.704026
-70.075493,102,14.74705
-84.005393,161,15.517014
-29.876675,152,15.578124
-67.859814,110,15.620636
-152.562069,143,15.679673
21.354812,94,15.717187
-45.587632,77,15.748705
-51.516646,142,15.802463
-30.20656,188,15.872995
-79.556153,150,15.927517
-93.425023,142,15.98455
-118.154433,91,16.021558
-76.282343,140,16.076599
-54.990181,138,16.132179
-16.019049,105,16.17297
10.651406,98,16.212246
-96.613953,147,16.280013
-72.231104,110,17.081906
-18.814212,145,17.138431
-28.585995,156,17.200864
-80.783598,138,17.253411
-30.496629,114,17.298438
-27.379472,97,17.335963
-44.871071,145,17.394989
-90.557263,102,17.43353
-18.351626,133,17.487156
-80.270701,110,17.531679
-261.223767,178,17.600468
-73.283808,201,17.675249
-80.451264,158,17.740409
-23.116036,81,17.777505
-93.39579,166,17.842542
18.245672,89,18.616085
-18.383011,125,18.664615
-31.463282,123,18.713146
-83.322498,125,18.76567
-38.859295,136,18.820706
-12.007167,129,18.870232
-29.67476,84,18.902328
-66.213991,153,18.965957
-1.111675,85,18.99851
-43.079496,146,19.055613
25.373941,116,19.101642
-21.033428,168,19.17017
-66.846003,159,19.235212
-82.458905,133,19.285743
-75.68778,151,19.344298
0.357083,104,19.387312
-48.540538,107,20.134245
-39.412369,125,20.186914
-16.490087,94,20.225554
-179.666737,245,20.32661
-15.610002,97,20.364532
-49.944364,122,20.411552
-50.549939,141,20.467088
-40.190518,147,20.52362
-34.978255,119,20.569142
-13.359083,126,20.617671
-188.571588,292,20.733551
-50.95602,163,20.807093
-15.941225,86,20.841186
12.739415,114,20.887244
-6.285235,140,21.651512
-38.626334,114,21.696285
-24.634034,156,21.759573
11.90346,142,21.81417
1.367352,133,21.864696
-69.247918,148,21.925763
-22.231162,133,21.979285
-72.974111,189,22.053854
23.514327,137,22.106168
-15.987515,123,22.155147
-21.082749,117,22.201657
-76.352267,168,22.268905
-8.17571,104,22.31044
25.569465,1000,23.428509
-44.046379,82,23.461032
-17.185662,130,23.514145
-224.205945,351,23.656787
-6.611988,143,23.7174
-213.648528,223,23.805964
-13.817215,164,23.870986
-15.227511,143,23.926018
2.704217,142,23.98362
-161.396254,177,24.76085
12.426208,164,24.827683
18.209032,180,24.901721
-58.365187,142,24.955337
-0.210326,162,25.017861
-61.028226,175,25.088893
17.56545,124,25.134918
-27.986155,94,25.171952
-43.433452,121,25.221983
-133.376425,223,25.305534
-54.483732,126,25.356076
-6.018979,1000,26.488656
-6.372304,1000,26.901079
-19.827174,96,26.940093
72.507864,1000,28.048543
-146.686679,204,28.128111
-25.084787,176,28.197189
-123.454462,259,28.303747
-52.95949,208,28.384804
-41.145183,326,28.51852
-69.40142,179,28.589101
-177.419141,500,29.499524
47.892565,1000,29.915218
-68.271725,186,29.989268
14.525206,183,30.060354
-129.842749,248,30.866102
-140.908684,578,31.103604
-24.269227,194,31.180147
-65.58458,273,31.288702
15.302689,204,31.367263
-39.085894,166,31.430793
-176.490439,368,31.569875
-26.973302,1000,32.690971
40.173518,1000,33.108269
-47.226818,146,33.166303
-33.481883,1000,34.306491
-95.179453,184,34.379537
-18.654544,1000,35.4954
139.464062,429,35.66626
5.293667,1000,36.082618
24.984808,1000,37.203876
6.271785,267,37.310884
-280.603938,781,37.622789
-103.832066,451,37.801524
30.470493,1000,38.921135
-49.155086,455,39.098235
60.042232,1000,40.213626
-6.844607,1000,40.613433
168.007942,577,40.847189
-86.773721,1000,41.992297
157.156805,690,42.275572
21.157552,1000,43.383457
213.235918,776,43.706859
58.726352,1000,44.827237
171.648929,736,45.125028
190.753572,709,45.411773
22.767387,1000,46.530548
-92.89527,883,46.879929
114.316779,807,47.9196
-22.658413,1000,48.322967
-20.796713,1000,49.421963
-186.498485,882,49.771292
-144.247207,738,50.063746
-172.690565,945,51.151217
102.658986,875,51.501063
-149.931546,608,52.448896
153.4448,843,52.786366
162.765941,885,53.12972
175.442731,849,54.178269
-183.01687,923,54.544148
93.531868,1000,55.69519
-164.002037,1000,56.094549
116.061891,849,57.155206
158.521411,658,57.43551
142.28109,743,57.734339
-115.567441,1000,58.849389
-110.716812,688,59.136348
163.443046,699,59.417286
-216.837444,706,60.404523
-215.296899,958,60.780414
216.117256,614,61.729956
154.445576,631,61.97149
7.92072,1000,62.36701
-22.654804,1000,63.479972
-0.926895,1000,63.893125
69.903336,956,64.980761
192.34444,630,65.233512
177.067909,898,66.301455
125.367149,856,66.644476
-15.346033,518,66.840612
-59.81822,1000,67.964199
125.682618,860,68.308966
162.858092,677,68.584151
99.177837,758,69.610446
67.14605,830,69.942215
122.493941,747,70.955801
175.284321,641,71.210871
155.395883,768,71.518508
-160.056701,936,72.615819
156.616698,792,72.937547
168.734206,502,73.136822
224.339021,577,74.096751
187.023781,546,74.316461
235.558188,458,74.496533
128.744455,692,75.488326
84.619601,790,75.811743
-61.711481,633,76.070978
-6.03231,541,76.28482
95.278281,725,77.345115
202.003745,442,77.539176
-43.408055,512,77.76746
94.386929,659,78.779759
168.388198,648,79.056141
111.847474,998,79.466153
125.430875,834,80.527334
172.247661,493,80.718495
208.441178,684,81.002293
162.924198,652,81.991459
134.35878,628,82.249805
88.875759,805,82.578462
113.379275,914,83.661218
186.077406,482,83.854776
187.012086,658,84.12316
161.035891,715,85.11396
209.615542,591,85.359196
24.693775,311,85.480789
103.191163,694,86.468913
107.145057,838,86.811399
113.316408,596,87.050305
134.486494,996,88.169641
242.136713,400,88.334766
167.621708,607,88.580517
219.596241,476,88.766192
213.474872,558,89.712615
171.93625,501,89.918725
242.765555,512,90.124112
100.700442,677,91.127723
173.106646,531,91.344173
223.35143,411,91.509401
208.179832,573,91.742705
162.058323,767,92.771141
191.137081,632,93.030692
-119.857391,692,93.309945
170.265884,789,94.35118
207.318807,703,94.627335
191.159387,741,94.929546
120.482448,955,96.053241
162.897258,669,96.321916
-14.94261,1000,97.480241
159.187553,620,97.726942
180.087606,670,97.994067
194.533672,543,98.914919
124.181854,798,99.228961
117.131281,927,99.600848
-51.699306,596,100.558257
98.242287,975,100.94615
187.984177,659,101.918216
240.810893,525,102.13474
-54.717774,474,102.324549
230.358723,499,102.524098
170.971357,780,103.57179
228.960146,395,103.736947
222.115799,649,103.999985
-9.550218,386,104.147938
-149.238888,962,105.248994
-174.61899,871,105.597204
194.067407,765,106.622358
-136.368535,707,106.915047
197.86189,356,107.058095
144.510871,649,107.320753
162.617114,691,108.320661
-187.837589,731,108.620991
266.45328,300,108.740232
-228.753782,432,108.913092
242.034084,330,109.770103
244.577083,362,109.914829
62.628915,310,110.040897
20.627061,289,110.152001
94.706428,776,111.190947
-31.597478,1000,111.599963
250.296707,385,111.75405
-36.431815,1000,112.886028
208.289383,434,113.059669
200.820391,371,113.205911
245.963814,353,113.342391
131.933568,750,114.383479
233.406319,344,114.519044
180.599956,615,114.768582
8.298813,334,114.905167
176.684017,604,115.926076
167.762962,702,116.206265
220.139151,504,116.414471
231.654235,570,116.652123
140.496205,730,117.661462
205.870652,633,117.92034
213.587737,503,118.122999
213.459553,469,119.022307
166.573264,707,119.33142
195.699117,468,119.527689
5.523855,386,119.68179
-36.633573,1000,120.804495
225.737343,404,120.966676
-85.788462,1000,121.378308
224.210031,681,122.372636
164.301657,568,122.599272
184.949658,463,122.786616
223.675654,464,123.691565
197.39358,462,123.874245
-16.326409,1000,124.285523
41.101801,1000,125.408149
177.311418,557,125.636553
129.887401,696,125.917419
195.548554,707,126.930845
240.02288,588,127.18022
190.076856,499,127.384273
209.173842,493,127.58396
144.860736,596,131.835652
116.048341,750,507.260158
194.681225,802,942.122203
135.122422,744,942.960671
236.688658,385,943.345726
-55.445128,1000,945.729996
141.392806,642,946.292571
33.734054,343,946.593174
-22.025777,1000,948.584673
162.351744,819,949.122488
9.825141,1000,949.881138
205.200717,633,951.702908
230.671604,360,951.941582
17.456202,1000,952.674286
246.317324,515,954.177616
158.325875,844,954.778358
-39.724435,1000,956.670702
-7.086787,1000,957.301943
238.858105,329,957.511174
144.153926,724,959.086347
-71.624209,592,959.437535
199.251747,564,959.773496
214.668401,442,960.046936
-7.592006,1000,961.688051
204.338382,445,961.960766
247.12365,508,962.269092
239.025348,385,962.495579
235.934681,356,963.707836
241.348312,384,963.931017
252.49768,416,964.174644
199.718839,479,964.46673
153.461201,507,966.122552
-94.146065,824,966.865553
5.94253,1000,967.719202
202.99956,352,969.237434
6.022521,1000,969.93048
264.125437,389,970.176651
-21.795425,1000,972.305124
175.981265,685,972.815552
-40.704349,1000,974.619212
40.163325,1000,975.247742
-47.35699,1000,977.001083
215.180771,733,977.582553
6.785998,1000,978.475743
-51.025088,1000,980.38764
213.183142,444,980.680684
245.913777,289,980.854771
204.69069,429,981.102307
228.856218,524,982.411384
9.109035,271,982.576554
236.994829,485,982.867143
14.194439,1000,984.461325
183.402442,640,984.836963
216.018587,642,985.21028
19.908941,1000,986.811933
31.17471,1000,987.394704
197.776516,759,988.835564
227.946937,450,989.093964
5.323984,1000,989.686269
245.571825,442,989.948986
-20.221087,1000,991.530153
271.934371,426,991.778567
-55.05304,1000,993.365538
223.546219,255,993.516722
192.322568,481,993.793576
250.357639,463,994.070122
-12.808908,236,994.203758
12.638417,1000,995.857683
217.884293,322,996.044642
-4.207586,1000,996.634492
186.922546,482,997.91241
249.291587,370,998.129053
172.039243,576,998.473073
-36.536756,1000,1000.073335
199.399645,338,1000.270568
233.649483,453,1000.542559
-21.595341,1000,1002.146714
140.712748,641,1002.527279
235.143377,342,1002.723947
59.282717,1000,1003.314633
187.514815,613,1004.676298
-103.896667,672,1005.080864
217.567502,515,1005.387192
211.340522,609,1006.754157
1.21775,1000,1007.35013
-8.147482,1000,1008.925983
225.592325,357,1009.130131
12.460277,1000,1009.719964
-8.645499,1000,1011.32234
214.92991,277,1011.485807
222.737973,342,1011.686661
120.690386,912,1013.224441
237.111989,442,1013.483472
26.176795,225,1013.619568
71.146848,1000,1014.210337
250.030981,497,1015.495799
12.308286,1000,1016.110504
220.097374,509,1016.404304
4.804196,1000,1017.983566
222.169699,776,1018.435379
36.523655,1000,1020.025983
-120.334778,926,1020.58828
191.455771,327,1020.778937
187.02368,469,1022.04438
225.811293,375,1022.261533
-29.50742,1000,1022.849347
55.381725,1000,1024.418431
-3.493336,1000,1025.00406
-27.594802,1000,1026.613118
237.298399,293,1026.792295
5.643394,1000,1027.386463
6.968017,1000,1028.974507
61.928963,1000,1029.562055
215.114848,338,1029.75866
34.673392,1000,1031.35198
44.701725,1000,1031.948837
253.053631,508,1033.246599
-44.739842,1000,1033.823756
160.414483,684,1034.226395
272.322653,434,1035.489873
76.764935,1000,1036.082855
252.212619,318,1036.266532
83.337156,1000,1037.846699
97.890865,1000,1038.433813
34.789707,1000,1040.024287
37.452587,1000,1040.61886
188.08552,592,1041.950894
96.678732,1000,1042.55814
168.511898,923,1044.117745
86.40365,1000,1044.818021
197.800391,748,1045.646615
139.22346,1000,1048.730763
121.642362,1000,1049.427628
156.653754,1000,1051.283992
19.560895,206,1051.412847
65.72154,1000,1052.070744
72.204844,1000,1053.669479
135.804311,1000,1054.338088
169.804062,1000,1056.082804
42.952138,213,1056.211395
8.721717,1000,1056.810496
234.244961,361,1058.069211
119.094521,1000,1058.689224
103.299024,1000,1060.466211
243.135484,502,1061.168096
151.178432,1000,1061.882945
161.233491,1000,1063.846851
101.231025,1000,1064.493956
167.015755,1000,1066.488525
59.201467,1000,1067.179806
132.785731,1000,1069.222723
167.81892,1000,1069.933251
-61.788403,866,1072.054796
127.067073,1000,1073.258937
26.678444,132,1073.393084
129.385591,1000,1075.771685
102.647127,1000,1076.98744
122.495961,1000,1079.549834
164.433057,1000,1080.473223
78.438957,1000,1083.190668
17.839259,165,1083.347385
138.641952,1000,1084.556165
137.910886,1000,1087.173786
130.135081,1000,1088.191218
200.680087,289,1088.512277
120.117961,1000,1091.291964
146.648948,1000,1092.414027
268.75449,236,1092.68315
143.551281,1000,1095.180046
231.818548,276,1095.409915
101.597641,1000,1098.028963
145.223217,1000,1099.009856
32.336821,395,1099.370981
125.593963,1000,1101.998109
26.192073,244,1102.235372
138.015804,1000,1103.180885
104.280268,1000,1105.762382
144.159512,1000,1106.859339
