#{"t_start": 1779807143.6209693, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-247.389953,161,22.822086
-41.111204,134,22.896684
-196.438482,166,23.006388
-121.80796,122,23.068968
-82.695995,113,23.140123
-71.106224,99,23.224242
-196.006952,171,23.309387
-280.621389,96,23.394162
-52.335281,168,23.57726
-26.28665,103,23.636975
16.012892,169,23.72098
-144.114879,187,25.145274
-19.03023,90,25.218056
71.695798,1000,25.939211
-22.885341,129,26.031286
-184.478255,99,26.106455
-58.543373,92,26.168396
-78.780467,105,26.254474
-72.588684,130,26.316949
-200.961801,170,26.407408
-7.857153,108,27.701848
-273.92377,147,27.847186
-130.870608,197,27.961407
-20.500514,133,28.023534
-90.264841,133,28.100672
-85.88269,103,28.158387
-172.853223,141,28.230091
-70.810785,107,28.292251
-44.407082,130,28.408753
-27.762581,90,28.516974
-53.979635,152,28.61361
-42.93915,140,28.676677
-240.904653,179,28.761914
-11.594114,131,28.833492
2.411829,104,28.91779
-54.015787,100,29.006458
-34.661705,1000,30.843542
-81.814054,90,30.903831
-206.591476,151,31.044902
-283.522742,165,31.213317
-39.957879,103,31.260536
-12.794346,137,31.34767
71.094994,182,31.476536
-4.153104,124,31.597144
-127.810088,163,32.777673
3.126993,166,32.887198
-378.737528,184,33.024363
-147.341041,83,33.073618
-4.268471,148,33.221483
-84.949363,146,33.34221
-174.931584,132,33.426891
23.150564,111,33.528441
14.596221,126,33.605682
-48.104108,124,33.6931
-140.329296,136,33.75614
-45.071975,113,33.810996
-227.01658,120,33.887745
-25.941411,144,33.990505
27.409481,123,34.088531
-21.456998,124,34.173674
-305.027716,194,35.559689
-46.781068,135,35.622145
-206.966231,153,35.720364
46.149268,135,35.781923
-8.426385,204,35.907359
-254.444222,185,36.073185
-454.048101,187,36.227715
-47.063519,142,36.301046
-250.894054,165,36.445178
-142.219595,205,36.543242
-8.759877,114,36.59789
30.108154,1000,38.414202
-254.758612,164,38.558581
-132.475392,321,38.788194
-205.074492,153,38.890605
25.375152,132,38.992497
78.172238,1000,40.816641
-230.964401,179,40.969237
-34.899231,92,41.039795
-30.357314,122,41.192709
-16.015067,115,41.305922
-67.436002,162,41.408425
1.343293,1000,43.448028
-209.552599,236,43.587094
-17.06221,128,43.668408
46.047781,1000,44.347613
-50.109907,96,44.391488
-70.010224,303,44.542938
-24.044759,185,44.689183
-25.975174,209,46.126852
32.21909,108,46.239103
12.115139,120,46.302229
102.988202,1000,47.019581
49.85993,1000,49.23059
19.51647,184,49.387372
-7.60695,150,49.513115
-36.320978,226,49.660493
101.628034,1000,50.379775
32.888668,1000,52.291545
-61.312966,216,52.478851
-122.084534,176,52.635926
82.56092,1000,54.545283
18.973958,135,54.628137
58.2137,1000,55.38182
-144.560495,145,55.486581
5.886947,169,55.617244
82.415974,1000,57.431248
-246.731598,174,57.566171
19.831851,175,57.689224
6.567852,156,57.769399
-7.702417,148,57.84068
94.616984,1000,59.752196
-31.801007,198,59.916672
85.531069,1000,60.724545
-2.500336,199,60.855426
92.748623,1000,62.904832
-3.324015,209,63.089116
-129.117907,140,63.203309
89.646344,1000,64.033183
-140.986962,229,65.458043
-4.601021,1000,66.143796
-5.053729,170,66.261038
84.554136,1000,68.223789
-113.928958,289,68.420035
-40.292491,1000,69.337423
-123.845571,200,69.439399
-202.187301,790,71.344045
62.873509,1000,72.059071
38.052497,1000,74.228826
66.992187,1000,74.93008
130.79902,1000,77.117709
118.801712,1000,78.004805
-107.994173,274,78.210941
108.932901,1000,80.303586
128.475201,1000,81.034268
-15.990015,259,81.230699
64.443838,1000,83.214458
138.48084,1000,83.96718
-61.266777,191,84.065852
-173.824364,888,85.986954
143.868317,1000,86.708207
149.786202,1000,88.599424
62.778496,1000,89.343104
99.517103,1000,91.320249
120.477976,1000,92.019966
76.57707,1000,94.291916
102.598115,1000,94.884053
79.824893,1000,96.940861
137.563168,866,97.702617
-5.547624,538,98.247912
90.946559,1000,100.2975
-33.585249,146,100.420049
87.65783,1000,102.381488
139.760177,1000,103.113527
98.659074,1000,104.968326
116.10419,1000,105.708194
140.053287,1000,106.740871
105.516547,1000,108.704393
127.056527,1000,109.375862
7.855161,270,110.859464
94.092708,1000,111.527356
157.099452,1000,113.49859
116.011235,1000,114.237551
61.081636,1000,116.235891
104.803924,1000,116.990472
112.215448,1000,119.005298
-29.795133,217,119.13546
98.087678,1000,119.811471
92.527204,1000,121.745887
134.619609,1000,122.386004
21.857794,207,122.517621
107.62498,1000,124.526363
134.494722,1000,125.271279
-32.970909,313,125.433379
-12.441375,253,125.661349
106.69305,1000,127.402862
89.766252,1000,128.144852
63.910153,1000,130.044505
84.788994,1000,130.744032
121.124289,1000,132.837395
201.619282,517,133.128386
86.489618,1000,135.055453
72.25105,1000,135.655863
157.721143,536,135.936426
123.054405,1000,137.802114
-84.13139,343,138.03614
23.453568,213,138.179302
113.603866,1000,140.292413
105.12354,1000,141.005336
-78.457975,359,141.273532
-62.829542,306,141.544732
200.635681,552,143.277623
11.847605,1000,144.076344
107.064025,1000,145.915628
91.718177,1000,146.697488
123.149531,1000,148.511014
42.549302,1000,149.197504
67.027557,700,150.886468
111.444068,1000,151.509253
41.811087,1000,152.293648
165.45469,586,154.031149
-56.69676,428,154.384074
16.911415,251,154.56192
131.108667,603,155.000413
147.651852,678,156.813754
90.282336,1000,157.65718
-69.018753,200,157.806998
133.724539,1000,159.619842
121.752138,1000,160.251081
-93.161996,472,161.706199
71.837062,1000,162.44127
110.40539,1000,163.130537
99.14639,1000,165.268672
82.98723,1000,165.965323
-196.692709,731,167.959144
-81.456986,390,168.285769
116.05011,1000,170.478418
103.04737,867,171.093502
193.843254,390,171.333668
127.925713,1000,173.32387
158.325815,469,173.641145
-27.836439,374,173.868277
19.276408,1000,175.997946
-50.041449,1000,176.644943
153.609252,1000,177.426058
211.051098,397,178.785326
233.695125,446,179.160742
120.010669,1000,179.783396
22.41716,1000,181.841144
157.171128,442,182.157068
39.148818,1000,184.03926
76.633392,1000,184.824263
98.65037,1000,186.899484
-131.798003,390,187.197284
140.507675,593,187.54696
129.453332,1000,189.630639
190.165217,647,190.046631
213.055707,284,190.208782
190.841159,350,190.428585
127.936089,1000,192.196632
148.403118,1000,192.983455
143.932778,1000,194.800904
8.586544,172,194.928813
179.379124,398,195.269722
85.81722,1000,195.994456
169.780473,457,197.710135
116.275734,1000,198.455212
-42.886843,361,198.735986
-58.956593,320,198.973276
149.693267,1000,201.076198
-3.491475,322,201.311436
-2.880315,193,201.429012
140.930184,1000,203.694556
120.484599,1000,204.33301
138.617383,1000,206.28132
113.330852,1000,206.991716
129.493875,1000,208.637209
134.972196,1000,209.423689
147.839026,1000,211.613122
-5.445704,283,211.767035
133.539641,1000,212.621825
209.395467,296,212.81029
124.119609,1000,214.900639
137.98207,1000,215.659285
199.160605,338,215.91013
88.280189,1000,218.086883
120.617586,1000,218.822622
157.577595,1000,221.253225
-237.715881,497,221.652947
111.210358,1000,223.355062
111.575977,1000,224.097341
22.109034,231,224.31456
-9.322306,227,224.47721
96.45713,1000,226.557962
-3.871264,306,226.73155
208.378949,309,226.912055
141.067716,1000,229.062712
123.897634,1000,229.790396
234.348592,295,229.975659
138.317898,1000,231.81913
144.977129,1000,232.629325
144.266635,1000,234.864597
144.514227,1000,235.552119
126.728197,1000,237.63285
-24.456959,200,237.772412
146.054557,1000,238.504554
2.507972,260,238.664633
-8.805361,282,240.028265
149.986251,1000,240.744326
139.831493,1000,242.75321
181.249853,1000,243.450112
119.667528,1000,245.514259
138.189432,1000,246.203454
120.974019,1000,248.315346
178.373171,1000,249.025081
232.440249,391,249.283713
128.579066,1000,251.115487
136.728077,1000,251.72562
217.424517,405,251.975239
129.149617,1000,254.452962
156.492638,1000,255.212841
4.950586,288,256.566889
-0.681197,233,256.686452
126.957985,1000,257.335174
133.553645,1000,259.298081
-23.979351,236,259.522995
87.55401,1000,260.230451
139.580632,1000,262.158417
117.680119,1000,262.911439
113.15017,1000,264.746183
126.158104,1000,265.498176
145.722402,1000,267.593161
95.76701,1000,268.342065
-16.846324,181,268.482476
146.195775,1000,270.2596
233.668834,526,270.53387
240.248266,660,271.04777
227.58141,317,271.253375
156.09794,1000,273.09565
123.967664,1000,273.795469
-45.918679,258,275.033957
1.26745,222,275.183898
230.573706,273,275.368468
1.050683,274,275.575164
-16.547468,271,275.734685
120.293476,1000,277.547262
136.975424,1000,278.338077
217.43063,309,278.574553
168.845099,1000,280.869568
141.29171,1000,281.564943
13.085104,247,281.745042
166.677486,1000,283.80776
28.996029,239,284.037802
238.839748,357,284.284751
-16.550852,261,284.539233
245.189139,324,284.904221
140.642535,1000,286.971106
130.448038,1000,287.727614
-11.428216,182,287.869475
207.315223,346,289.605929
117.657979,1000,290.503145
107.481316,1000,292.760066
121.235347,1000,293.471374
156.472463,1000,295.369193
151.295892,1000,296.054812
243.157241,331,296.344064
4.521805,176,296.483932
154.50239,1000,298.401644
22.177722,212,298.551239
147.204851,1000,299.227723
-1.572975,284,299.431415
241.394519,215,301.111193
140.097935,1000,301.965682
132.882841,1000,303.811524
153.274131,1000,304.690177
130.343895,1000,306.683119
227.118764,305,306.877702
140.909259,1000,307.46697
238.414148,907,309.126759
168.829778,1000,309.832887
-43.515221,191,309.973987
-1.774692,155,310.055104
226.087524,301,310.228618
160.709033,1000,312.384531
188.976997,413,312.78016
136.174064,1000,314.995651
214.095463,275,315.184711
159.952752,1000,315.977433
126.379855,1000,318.158009
167.158089,1000,318.786628
231.174263,287,318.970591
154.545229,1000,320.872267
159.788519,1000,321.557315
230.416697,251,321.781727
197.181721,499,323.626648
169.908759,1000,324.430083
142.194622,1000,326.540301
10.056759,253,326.747898
1.472118,199,326.907761
-33.451469,220,327.044958
247.842437,359,327.272898
126.190569,1000,329.452789
143.449395,1000,330.176527
123.588206,1000,332.341515
248.407952,248,332.489993
35.914046,200,332.67081
228.184685,509,332.982742
148.690941,1000,335.222998
-0.499615,173,335.349447
12.663269,218,335.495898
154.15099,1000,336.312018
-39.46541,174,336.472625
179.354026,1000,338.504121
157.541362,1000,339.191217
140.528269,1000,341.261923
140.806991,1000,341.879998
133.96929,1000,343.917704
169.696024,1000,344.505914
30.447316,196,344.611232
12.577369,187,344.787965
141.292751,1000,346.609106
258.601706,213,346.723366
249.210587,829,347.278867
226.289749,269,348.692211
26.231692,112,348.780503
-89.045122,206,348.880538
139.145132,1000,349.529627
162.063021,1000,351.594855
151.914126,1000,352.131532
16.813305,172,352.252086
-16.468344,120,352.347574
150.642919,1000,354.249345
-20.993232,191,354.382289
23.485855,206,354.551714
231.481834,218,354.761763
140.975241,1000,356.599413
160.490192,1000,357.365798
142.839348,1000,359.008853
29.561155,209,359.138578
37.830267,161,359.264176
32.369192,171,359.422523
24.395863,249,359.588301
54.92194,209,359.707945
39.048683,172,359.837123
58.156414,189,360.030402
42.305403,161,360.115127
233.962231,246,360.291616
157.297787,1000,362.102247
146.403485,1000,362.938568
141.243283,1000,365.01062
16.476199,154,365.108343
10.072558,177,365.250927
138.042484,1000,367.117876
165.249054,1000,367.77503
14.608904,184,367.890145
136.233271,1000,369.592033
3.611797,174,369.718925
171.573383,1000,370.267506
119.787359,1000,372.061611
140.914831,1000,372.724841
35.727296,179,372.807784
-11.568124,156,372.879278
125.700697,1000,374.73875
14.560156,254,374.914974
18.930399,165,375.003619
143.069368,1000,377.044336
0.3309,149,377.117365
134.240017,1000,377.758173
10.071816,147,377.855669
-10.078757,237,378.037308
155.230454,1000,379.88875
24.197156,139,379.970911
240.222728,199,380.103637
126.48716,1000,380.700515
127.745336,1000,382.501372
16.75353,207,382.618705
259.628312,272,382.790568
259.031592,731,384.524114
17.377661,175,384.670896
222.845688,622,385.124769
-207.858082,228,385.285131
238.166781,327,385.510286
139.211886,1000,387.228729
-5.974522,130,387.30484
-60.677309,134,387.370739
-6.717358,184,387.478641
137.672156,1000,388.329654
1.772258,204,388.470442
91.420136,1000,390.413607
138.321016,1000,391.047826
165.407614,1000,392.853487
189.068949,408,393.152271
118.49415,1000,395.204252
120.668208,1000,395.828991
-3.224063,158,396.000418
142.787443,1000,397.949309
234.43406,292,398.234745
6.531475,136,398.316824
120.890703,1000,398.895893
