#{"t_start": 1779810731.4815626, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-366.488124,153,15.763509
-461.942301,109,15.828893
-471.850186,159,15.925086
-76.75914,82,15.975735
-185.849599,85,16.02583
-87.937033,86,16.076474
-49.138712,70,16.116537
-51.377409,87,16.166923
-324.30716,84,16.215045
-380.66409,133,16.290039
-287.7162,131,16.364877
-96.636209,71,16.408091
-182.531076,113,16.478198
-101.322227,207,16.600504
-78.076202,107,16.665026
-340.095787,179,17.775692
-98.435143,94,17.829288
-119.614203,65,17.867639
-66.098404,68,17.908049
-148.97351,92,17.962726
20.197271,160,18.054339
-57.061852,74,18.095889
-214.31543,106,18.155445
-55.847637,83,18.202221
-74.935323,133,18.275761
-324.050558,112,18.338446
-51.028428,76,18.38349
-203.410125,125,18.481906
36.596473,1000,20.135135
-151.386417,84,20.181533
-429.535385,134,20.256409
-261.295023,162,20.350865
-374.416911,136,20.43338
-214.700997,105,20.495096
-207.765668,130,20.570695
-32.723633,83,20.621682
-77.863406,73,20.666466
-204.376027,75,20.714031
-257.876018,118,20.777912
-84.333024,97,20.831018
-82.888663,96,20.886947
-103.432277,109,20.951106
-349.861835,150,21.03554
-267.325497,108,21.095954
-111.782688,99,21.148804
-327.070214,89,22.203349
-91.142936,94,22.258751
-531.161421,136,22.340431
-99.423321,106,22.400822
-214.36994,143,22.481245
-313.578454,117,22.54795
-226.218022,99,22.604989
-35.05401,107,22.667203
-34.568116,97,22.724148
-22.693091,79,22.771073
-196.210663,83,22.816982
-294.426336,108,22.875908
-261.620644,249,23.015934
-396.109383,138,23.093999
-158.925377,97,23.149143
-279.323037,163,23.241299
-347.66379,124,23.310958
-370.621391,130,24.368802
-159.973681,149,24.452228
-151.12422,174,24.5531
-63.454471,234,24.685571
-298.921434,163,24.780982
-264.11936,113,24.842098
-52.594139,153,24.928511
-312.918385,139,25.007151
-217.33633,142,25.086298
-218.355342,99,25.142872
-309.45914,154,25.22733
4.891129,106,25.287244
-111.547749,93,25.34148
-91.811527,120,25.415287
-209.648795,122,25.483981
-90.218756,145,26.5522
-309.537671,136,26.631278
-262.721476,146,26.713043
-303.1971,183,26.814275
-99.097601,168,26.90872
-57.86825,90,26.961018
-54.746542,81,27.008941
-118.18645,147,27.092887
-256.105432,125,27.166178
-92.861357,143,27.246328
-31.121332,100,27.30399
-52.474341,76,27.346939
-68.487798,76,27.389283
-91.809068,81,27.436713
-64.568787,199,27.555264
-227.025173,161,27.646682
-276.705614,165,28.728935
-200.656149,208,28.847654
-134.890044,152,28.936503
-231.277988,186,29.038881
-33.286719,145,29.121304
-32.94204,141,29.197582
-20.503987,121,29.267293
-363.089545,207,29.378894
-173.627554,115,29.444442
-168.552221,119,29.512944
-85.490842,91,29.566262
-362.335346,99,29.623849
-344.622959,147,29.705761
-105.579611,146,29.789435
-157.962996,132,30.870623
-85.970124,103,30.93011
-297.280319,132,31.007274
-50.526289,125,31.080247
-69.904557,102,31.136017
-57.855213,114,31.202
-66.168562,140,31.278918
-87.951725,111,31.341073
-211.184959,118,31.405883
-292.840348,151,31.495432
-127.836409,145,31.578244
-74.375344,80,31.623893
-157.330209,84,31.671002
-145.558582,102,31.728682
-46.301264,103,31.784047
-76.26229,143,31.870116
-65.514449,104,31.927964
-51.842698,84,31.976924
-162.591599,110,33.024987
-15.888304,96,33.078856
-50.813491,82,33.124986
-66.641883,92,33.178171
-141.784044,105,33.237943
-83.279931,120,33.304614
-110.213905,191,33.412882
-84.825452,96,33.467008
-260.529691,202,33.581238
-13.62225,105,33.643801
-58.055901,195,33.755401
-9.942035,148,33.83789
-12.863381,101,33.894848
-248.698654,218,34.018671
-63.396499,89,34.070899
-119.078746,138,35.180365
-79.800387,254,35.346829
-188.307974,200,35.471126
-88.034948,105,35.532132
-146.061857,199,35.654613
-158.301039,94,35.716001
-81.40462,211,35.849312
-129.896751,157,35.946051
-368.94935,235,36.082937
-193.562376,147,36.186245
-12.859893,136,36.268245
-65.864394,180,36.371525
-118.425874,215,37.544222
-42.194512,123,37.622444
-122.582978,119,37.688878
-20.667478,136,37.766081
-38.238778,90,37.816171
-74.321308,132,37.892879
-38.897413,117,37.959021
-21.625767,92,38.013961
-137.832279,208,38.140807
-28.81784,120,38.211991
-99.703087,107,38.274569
-49.842939,134,38.351559
-76.384909,83,38.400205
-121.58064,132,38.478212
-72.739097,100,38.538246
6.517998,122,38.610317
-167.613156,146,39.682014
-207.118379,113,39.748628
-247.654255,199,39.862186
12.701468,130,39.932094
-150.297458,242,40.071209
-125.468126,183,40.175322
-48.823485,225,40.307942
-16.561743,180,40.405587
-5.645377,116,40.474971
5.473912,130,40.550157
23.055089,169,40.648791
-2.052638,168,40.747617
-192.479396,188,41.845279
-17.94085,158,41.936158
-27.870063,138,42.020071
-49.500604,77,42.068164
-55.609826,255,42.222657
-179.122562,177,42.327682
-174.816118,251,42.472867
-181.356401,220,42.601161
-4.024425,132,42.678158
-28.897342,104,42.738834
19.987023,146,42.820644
-125.360514,284,42.982899
-207.694748,296,44.139065
-27.72388,1000,44.721015
-49.670696,146,44.808842
-14.413224,132,44.884145
-88.284636,185,44.984132
-63.864734,220,45.113844
-24.946788,170,46.21267
-6.742303,265,46.361065
-40.052708,180,46.461744
-30.910734,106,46.520037
-162.389965,264,46.671901
-7.736699,120,46.742207
27.088048,151,46.836583
-153.533575,218,46.956512
-90.122935,163,47.050702
-78.151049,194,47.16594
-47.266051,137,47.244743
70.554068,1000,48.808857
0.185995,1000,49.401907
-16.864749,212,49.521745
7.238189,272,50.668989
26.358189,1000,51.2625
27.627359,225,51.389215
-147.442285,392,51.607426
-14.97302,387,52.837826
-13.725808,275,53.000798
-46.84029,226,53.133233
26.879265,223,53.281172
89.357022,1000,53.887602
-17.263102,161,53.98277
-8.783905,486,55.281985
-16.198418,310,55.460111
-29.142707,166,55.553725
23.076912,209,55.677088
52.637493,1000,57.270217
7.65689,451,57.533157
-34.603318,358,57.954194
-63.962742,245,58.757479
-18.433132,226,59.431867
-43.329897,232,60.172302
34.890106,357,61.262253
58.306182,1000,69.566167
54.724515,1000,72.602889
66.423715,1000,80.955796
-23.08793,292,81.882849
84.303255,1000,90.538197
-929.891315,926,93.282799
16.910815,1000,101.647192
-48.796196,388,102.812356
-29.841658,1000,105.841346
110.230382,1000,114.033333
-257.395744,1000,116.997268
-182.161878,551,118.635997
29.868688,1000,127.313626
-92.378821,714,129.450177
59.94639,1000,137.723624
57.420742,1000,140.753033
-151.46171,1000,148.971568
18.498578,1000,150.056504
85.002417,1000,151.69391
60.364214,1000,152.275254
39.367863,1000,153.884298
7.387642,1000,154.488029
1.530369,275,154.645737
146.814592,638,156.042113
-17.118217,312,156.221139
42.143752,1000,156.817403
145.019298,654,158.210121
71.170042,1000,158.808138
129.803483,1000,160.396244
67.848392,1000,160.968947
100.691975,1000,162.553347
112.646242,1000,163.140066
40.997554,1000,172.609182
41.34001,1000,176.233036
89.471611,1000,179.663828
106.081009,1000,189.301143
95.567485,1000,193.069083
77.020343,1000,198.794942
-54.663908,601,199.162665
204.850736,559,200.517133
111.969316,1000,201.13207
136.007334,1000,201.754429
120.280736,1000,203.507067
63.128974,1000,204.120942
113.955582,753,205.814947
84.447656,1000,206.758591
48.16511,1000,209.176523
94.015152,1000,210.150296
98.877449,1000,214.485917
97.078765,1000,218.118469
123.941216,1000,227.356957
88.651705,1000,230.769087
-12.231537,349,231.997356
190.959702,752,240.419182
133.614315,1000,243.830231
123.924292,1000,252.882841
136.820266,1000,256.238266
130.369977,1000,265.818985
103.921431,1000,269.188967
118.751837,1000,278.570202
219.233378,314,279.585102
109.560516,1000,287.625396
104.413866,1000,296.746397
210.989463,930,299.87451
205.429985,854,308.575435
95.634852,1000,311.956482
-26.182897,315,312.987164
111.645867,1000,316.286055
95.633549,1000,317.079282
101.529106,1000,319.278902
197.010652,307,319.488891
1.258502,251,319.65812
-8.40192,244,319.828698
137.960486,1000,321.635221
142.411623,1000,322.29254
93.505046,1000,323.866647
147.762798,1000,324.453585
203.73959,396,324.687962
118.803614,1000,326.293942
150.648344,1000,326.883922
127.081097,1000,328.468031
88.76564,1000,329.050947
117.127578,1000,330.667951
140.139926,1000,331.280163
144.396438,1000,332.912946
12.23382,227,333.040895
129.188431,1000,333.631811
10.547717,250,334.781122
210.287512,231,334.914548
6.81298,169,335.011767
103.333099,1000,335.595908
-26.975244,236,335.734204
-22.480725,220,335.856843
158.151665,1000,337.485035
92.440258,1000,338.08437
235.929042,312,339.28124
105.769381,1000,339.879033
108.564469,1000,341.437065
192.77504,778,341.892652
185.0192,291,342.062908
75.305402,1000,343.632514
94.907222,1000,344.221202
168.008809,1000,345.824179
195.865294,303,346.005922
91.522438,1000,346.589166
100.018023,1000,348.158851
104.135353,1000,348.740989
32.822569,1000,350.333374
109.184471,1000,350.932452
184.856373,311,351.110492
-19.768709,247,351.250959
-6.314165,255,351.396443
6.125799,237,352.525954
168.37364,609,352.89815
51.057575,1000,353.506027
91.080277,1000,355.113315
11.760424,252,355.25123
213.276313,320,355.435516
142.933364,1000,356.994929
190.782237,586,357.344818
139.001721,507,357.638829
133.452799,1000,359.192659
3.195137,235,359.330001
157.505003,1000,359.916974
129.130629,1000,361.503106
206.871589,385,361.729007
102.357658,1000,362.306031
189.151654,381,363.609129
-8.756549,259,363.751847
177.733535,818,364.245069
194.848931,443,364.506991
133.816512,1000,366.111007
99.378403,1000,366.694943
179.30768,416,367.937074
89.934483,1000,368.533413
-11.33166,264,368.68601
116.033003,1000,370.277367
-10.317382,280,370.440547
-63.149209,291,370.60586
114.481952,1000,371.182379
121.370763,1000,372.779052
-210.670235,875,373.307351
60.617256,1000,374.926321
180.480484,362,375.140776
-30.924028,300,375.323999
133.816817,1000,376.927032
58.107032,1000,377.495064
151.275927,406,377.720229
134.296437,1000,379.327311
104.744864,1000,379.911131
60.94452,1000,381.529281
150.968378,1000,382.127388
127.295658,1000,383.747864
186.540072,360,383.963803
115.828852,1000,384.542803
215.057624,520,385.878582
194.94328,559,386.203465
105.05212,1000,386.787859
203.483961,378,388.073563
249.760164,690,388.478973
192.821639,326,388.675887
78.622172,1000,390.358852
116.34786,923,390.893205
-87.334537,375,391.122566
137.081951,1000,392.740277
117.425588,1000,393.321719
126.948325,1000,395.007525
130.886333,1000,395.612028
119.242059,1000,397.196468
80.251141,1000,397.782472
251.69669,446,398.039425
-25.060428,267,399.16908
164.23744,432,399.41371
135.753975,1000,399.986548
-4.162171,487,400.265733
-51.895402,1000,401.811189
187.232018,344,402.014555
0.282838,231,402.138578
130.712842,1000,403.70247
163.077157,449,403.956949
-5.587776,289,404.121137
151.855105,1000,405.671638
184.552208,612,406.022971
-1.897095,259,406.164432
214.624187,399,406.392869
184.49449,580,406.723882
92.972894,1000,408.350907
127.42861,1000,408.931952
-47.35987,263,410.087433
200.395249,291,410.247931
2.208431,230,410.376588
222.374232,858,410.877828
117.140625,1000,412.47239
88.173332,1000,413.048945
122.479055,519,413.348898
-60.385957,258,414.455076
172.363923,390,414.680197
-61.183394,278,414.836442
-103.942601,528,415.126014
163.821265,392,415.358853
103.748592,1000,416.927709
-53.836841,306,417.095165
238.36019,586,417.430137
185.511568,491,418.910978
87.483203,1000,419.511114
115.0112,1000,421.05933
187.352534,869,421.563126
147.210869,1000,422.140005
116.261328,1000,423.744188
197.750067,319,423.92504
85.8032,1000,425.528154
123.115362,1000,426.110941
121.173041,1000,427.666064
208.436052,368,427.878367
228.88575,718,428.295008
200.211144,325,428.476828
209.584474,917,430.013992
213.878218,547,430.340331
106.530637,1000,430.935033
186.351566,382,432.162657
-30.320781,259,432.316986
227.239306,635,432.678343
118.639084,1000,434.274769
238.825208,677,434.668518
130.520856,1000,435.274234
237.957375,406,436.528132
111.41142,1000,437.143043
68.88146,1000,438.772153
97.462433,1000,439.358414
92.008203,1000,440.977293
218.059799,810,441.46571
203.85988,745,441.916859
212.425112,331,442.104206
124.094393,1000,443.675289
197.675053,338,443.872
107.256995,1000,445.437311
267.067145,502,445.726057
212.484766,372,445.937986
75.081783,1000,446.531074
239.772209,467,447.828009
206.616404,473,448.10437
190.485023,468,448.373803
157.312419,354,448.576006
98.70587,1000,450.198625
20.170903,308,450.374648
198.782107,499,450.657861
212.421301,432,450.898953
79.667147,1000,452.471995
182.647827,500,452.752499
188.175833,376,452.969263
-34.128831,1000,454.568987
-164.986992,264,454.716511
194.042708,426,454.982541
-1.848814,244,455.122339
206.364027,305,455.30037
237.922621,347,456.60166
234.563314,768,457.05188
218.93512,684,457.444631
241.73317,560,458.770511
101.577981,1000,459.371247
95.221272,1000,460.953387
-86.590805,378,461.167876
187.547052,666,461.562702
98.232858,1000,463.140201
-62.550782,275,463.298465
91.866555,1000,463.87735
96.18599,1000,465.434973
229.728723,336,465.626893
157.769124,346,465.839216
165.016802,414,466.075986
215.933433,379,466.293215
201.382486,325,467.498322
220.970399,287,467.66414
216.846186,779,468.132868
118.035845,1000,469.764681
262.503803,390,469.98796
104.016646,1000,470.566792
217.410675,601,471.917795
183.42447,340,472.121097
252.496397,296,472.283691
243.00833,650,472.653036
187.594396,462,472.921137
-13.467523,211,474.031935
-39.907006,267,474.183915
177.848248,884,474.698315
243.420623,845,475.18724
163.253251,313,476.356041
-47.263534,263,476.507953
232.137244,447,476.768032
88.427122,1000,477.364278
-36.261303,199,478.478278
244.9217,761,478.919046
214.821043,312,479.097478
-10.303999,272,479.255161
196.29799,373,479.473158
212.705334,358,480.760802
2.400855,184,480.87495
224.621019,298,481.044216
10.795228,190,481.149285
152.471478,357,481.359203
46.291048,286,481.528358
205.370735,443,481.785675
198.982911,310,483.010129
106.412343,1000,483.596928
215.223174,330,483.786999
144.99896,1000,485.335533
102.07439,1000,485.916934
-55.981863,298,486.083703
205.123299,365,487.288964
216.965863,344,487.489464
235.081018,349,487.688274
11.159634,249,487.826022
169.438664,317,488.010972
-68.805443,217,488.137224
105.331422,1000,489.698078
-4.167945,252,489.844013
162.734563,421,490.091087
227.674949,658,490.468439
259.028139,361,491.690068
110.179711,1000,492.283715
235.876409,720,492.70586
219.225712,700,494.14913
-40.444453,217,494.269053
75.660837,1000,494.865163
86.341954,1000,496.459278
193.186168,318,496.633954
179.46258,281,496.795953
242.340062,364,496.995489
191.580461,325,497.194022
152.138867,1000,498.760054
98.112473,1000,499.357428
78.829028,1000,500.942069
-24.496379,146,501.023083
177.13776,408,501.257828
176.23766,390,501.4804
188.540057,450,502.736423
186.230386,411,502.967174
225.216664,458,503.221889
191.926647,287,503.380884
-157.930287,358,503.585876
158.894329,467,504.899311
79.267483,1000,505.564018
180.980256,322,505.754071
244.874618,701,507.181261
203.197813,593,507.514184
207.89062,286,507.678809
104.021312,1000,508.253088
-59.514904,301,509.484145
80.130477,1000,510.106224
229.960288,310,510.281487
185.979882,319,510.458967
82.8698,1000,512.016338
170.370346,314,512.190948
-153.580997,282,512.353249
128.926139,1000,513.925114
228.510075,356,514.12301
-32.153751,249,514.261224
-76.424819,267,514.404871
126.64806,1000,515.961119
166.114845,455,516.219011
253.59284,413,516.458933
262.707693,383,516.685827
196.3827,349,516.888949
