set,final_reward_mean,final_reward_std,best_single_run_final,avg_training_time_s,avg_training_time_min,avg_step_time_s,avg_episode_time_s
set_B,155.95054626464844,53.507694244384766,241.7928924560547,195.25582885742188,3.2542638142903644,0.0006508528022095561,0.3076620399951935
set_C,140.90672302246094,38.058345794677734,200.67507934570312,496.47991943359375,8.27466532389323,0.0016549329739063978,0.7929959893226624
set_A,105.92411804199219,82.6952896118164,193.82275390625,603.740234375,10.062337239583334,0.0020124674774706364,0.9823300242424011
