#{"t_start": 1779807924.2806773, "env_id": "LunarLanderContinuous-v2"}
r,l,t
121.774375,1000,111.030072
-0.687172,162,111.092137
171.716961,513,112.003678
146.654322,1000,112.404854
27.863484,224,112.492916
-108.716308,230,112.584804
-23.48054,283,112.690359
103.27182,1000,113.814034
119.457053,1000,114.222342
103.511114,1000,115.338051
65.94731,1000,115.747537
32.912921,1000,116.846856
-44.077875,192,116.920409
97.481026,1000,117.327508
112.320404,1000,118.44646
-38.032391,157,118.511006
-43.672345,176,118.576534
189.067936,460,118.759647
-53.761338,183,118.830202
-24.884679,138,118.883594
69.613477,1000,119.984662
105.62345,1000,120.388574
109.208822,1000,121.499423
107.712392,1000,121.895294
15.608241,311,122.722029
129.520582,1000,123.11839
-54.740484,271,123.224484
-65.959666,172,123.290195
-18.624749,290,123.407816
1.21044,290,124.225554
112.31871,1000,124.62333
56.782962,1000,125.020806
-49.256074,145,125.789074
-30.855642,1000,126.208677
70.161426,1000,127.328613
1.711023,192,127.40415
155.876785,463,127.58675
100.841327,1000,127.989863
-12.372875,218,128.072988
163.784341,546,129.005635
-22.197327,165,129.068165
-6.284623,246,129.165735
87.925344,1000,129.574632
134.104137,1000,130.697132
100.215699,1000,131.091936
-30.76802,184,131.165687
112.330677,1000,132.260082
-6.140512,427,132.424186
144.117293,1000,133.538445
119.794258,1000,133.930253
107.559172,1000,135.041457
110.116729,1000,135.45038
14.961135,223,135.53142
126.318553,1000,136.645092
20.385915,176,136.711139
-30.431696,355,136.850978
84.568741,1000,137.245039
131.873746,1000,138.342585
92.420172,1000,138.729667
115.989309,1000,139.827072
138.237837,1000,140.221854
132.609536,1000,141.32785
107.505077,1000,141.727081
141.790491,1000,142.835806
129.515984,1000,143.231339
180.806937,505,144.14545
107.534651,1000,144.546913
178.984893,644,144.804123
107.60504,1000,145.939803
137.240751,823,146.261994
135.907986,597,147.189813
86.273242,1000,147.626883
97.7137,1000,148.736166
48.148389,1000,149.136749
93.613314,1000,150.258052
-69.591913,444,150.4308
112.104095,1000,150.842795
181.993735,329,150.978389
35.045808,1000,152.09514
100.571325,1000,152.484235
54.429565,1000,153.590611
182.712331,352,153.729278
109.054258,1000,154.832276
119.661652,1000,155.22919
75.643962,1000,156.347806
101.891563,1000,156.738966
99.121852,1000,157.148664
117.034215,1000,158.253875
-13.442587,357,158.394052
139.407409,644,158.647254
195.841005,381,159.515244
130.888066,1000,159.912495
58.551737,1000,161.033981
128.843399,1000,161.429179
-61.699729,408,161.590817
91.707779,1000,162.706098
122.057718,1000,163.096564
170.577853,547,164.025454
114.846721,1000,164.424264
-2.077912,214,164.508317
112.112443,1000,165.619644
108.388038,1000,166.041838
144.550279,1000,167.153583
189.241352,486,167.352218
115.899377,1000,167.753309
94.987329,1000,168.865078
-9.85294,156,168.92714
147.652451,1000,169.326463
-6.607461,212,170.111292
91.515341,1000,170.52256
118.818364,1000,170.917013
128.087836,1000,172.02878
114.56273,1000,172.433744
243.992107,549,173.368345
98.616515,1000,173.775137
146.286958,1000,174.893136
207.596696,406,175.064279
14.409299,132,175.115511
154.186927,395,175.270601
143.853262,1000,176.37954
142.728848,1000,176.781747
9.42758,324,176.907329
120.799395,1000,178.037666
129.192723,1000,178.428429
147.978679,1000,179.518158
224.853206,441,179.705341
232.345287,214,179.786975
132.318685,1000,180.890151
150.597335,1000,181.291534
108.817495,1000,182.407205
210.74205,289,182.523317
105.599922,1000,182.91605
244.381595,287,183.031988
185.833728,510,183.947828
152.47741,1000,184.346349
10.301742,380,184.48948
152.403233,1000,185.608208
140.378943,1000,186.016589
120.652608,1000,187.133651
159.420185,1000,187.532876
83.114309,1000,188.678079
120.231666,1000,189.07283
141.516222,1000,190.187935
45.760107,141,190.245739
130.180568,1000,190.647199
129.584306,1000,191.750911
105.136406,1000,192.154306
85.216129,1000,193.27657
238.780438,468,193.458349
225.077703,260,193.593453
97.054584,1000,194.714793
146.614105,1000,195.108398
98.973142,1000,195.51091
117.581598,1000,196.637305
109.800421,1000,197.035276
195.402855,441,197.92716
126.4615,1000,198.326273
126.457088,1000,199.447119
98.414705,1000,199.850459
130.965267,1000,200.940355
112.127254,1000,201.337535
220.093302,961,202.419817
176.612734,355,202.564519
236.172297,427,202.731968
231.528183,218,202.817005
135.896042,1000,203.924003
136.201285,1000,204.318804
123.288232,1000,205.418798
134.459801,1000,205.824558
252.664877,830,206.15557
253.108432,505,207.076275
111.962904,1000,207.480628
110.319332,1000,208.646586
59.123589,1000,209.042518
94.704889,1000,210.144509
-0.188153,238,210.235049
248.391859,686,210.503868
231.522558,318,210.631969
16.418486,109,210.675512
251.98384,792,211.711442
236.294235,936,212.073442
117.553582,1000,213.186885
126.926116,1000,213.588139
112.883966,1000,214.699799
39.856067,212,214.779913
248.591216,339,214.911042
224.252992,695,215.183342
247.566988,539,215.386466
255.208726,483,216.298451
226.094489,598,216.533355
122.104074,1000,217.658538
199.292055,313,217.788244
137.364314,1000,218.19069
127.016466,1000,219.312108
249.577107,647,219.558456
217.865392,552,219.783049
100.420359,1000,220.910162
24.818661,168,220.976831
215.144797,341,221.10994
237.742144,324,221.237499
222.971874,312,221.35812
246.413449,591,222.313052
248.283341,429,222.478163
105.34174,1000,222.876659
141.087416,1000,223.996323
266.498033,271,224.104411
96.89203,1000,224.499688
226.376108,197,224.580799
